onset	duration	nwb_table	temporal_frequency	spatial_frequency	direction	contrast
435.0	60.0	epochs	2.0	0.08	270.0	0.8
526.0	59.0	epochs	2.0	0.16	0.0	0.8
616.0	60.0	epochs				
707.0	59.0	epochs	0.5	0.16	270.0	0.8
797.0	60.0	epochs	2.0	0.08	90.0	0.8
888.0	59.0	epochs				
978.0	60.0	epochs	2.0	0.08	90.0	0.8
1069.0	60.0	epochs	4.0	0.04	270.0	0.8
1159.0	60.0	epochs	0.5	0.16	0.0	0.8
1250.0	60.0	epochs	2.0	0.04	270.0	0.8
1340.0	60.0	epochs	4.0	0.08	90.0	0.8
1431.0	60.0	epochs	4.0	0.08	0.0	0.8
1521.0	60.0	epochs	0.5	0.16	180.0	0.8
1612.0	60.0	epochs	2.0	0.08	0.0	0.8
1702.0	60.0	epochs	0.5	0.32	90.0	0.8
1793.0	60.0	epochs	8.0	0.16	90.0	0.8
1883.0	60.0	epochs	8.0	0.02	0.0	0.8
1974.0	60.0	epochs	2.0	0.16	270.0	0.8
2064.0	60.0	epochs	1.0	0.32	90.0	0.8
2155.0	60.0	epochs	0.5	0.04	90.0	0.8
2245.0	60.0	epochs	8.0	0.16	270.0	0.8
2336.0	60.0	epochs	1.0	0.04	180.0	0.8
2426.0	60.0	epochs	8.0	0.08	180.0	0.8
2517.0	60.0	epochs	0.5	0.08	0.0	0.8
2607.0	60.0	epochs	4.0	0.02	0.0	0.8
2698.0	60.0	epochs	4.0	0.04	0.0	0.8
2788.0	60.0	epochs	4.0	0.04	270.0	0.8
2879.0	60.0	epochs	4.0	0.08	90.0	0.8
2969.0	60.0	epochs	4.0	0.04	180.0	0.8
3060.0	60.0	epochs	0.5	0.08	270.0	0.8
3151.0	59.0	epochs	4.0	0.08	270.0	0.8
3241.0	60.0	epochs	2.0	0.04	0.0	0.8
3332.0	59.0	epochs	0.5	0.32	180.0	0.8
3422.0	60.0	epochs	8.0	0.16	90.0	0.8
3513.0	59.0	epochs	0.5	0.08	270.0	0.8
3603.0	60.0	epochs	8.0	0.16	180.0	0.8
3694.0	59.0	epochs	4.0	0.08	270.0	0.8
3784.0	60.0	epochs	8.0	0.32	0.0	0.8
3875.0	59.0	epochs	1.0	0.02	180.0	0.8
3965.0	60.0	epochs	2.0	0.02	270.0	0.8
4056.0	60.0	epochs	2.0	0.04	0.0	0.8
4146.0	60.0	epochs	1.0	0.02	270.0	0.8
4237.0	60.0	epochs	2.0	0.04	180.0	0.8
4327.0	60.0	epochs	0.5	0.32	90.0	0.8
4418.0	60.0	epochs	8.0	0.04	270.0	0.8
4508.0	60.0	epochs	1.0	0.08	0.0	0.8
4599.0	60.0	epochs	0.5	0.08	90.0	0.8
4689.0	60.0	epochs	1.0	0.08	90.0	0.8
4780.0	60.0	epochs	4.0	0.08	180.0	0.8
4870.0	60.0	epochs	2.0	0.16	180.0	0.8
4961.0	60.0	epochs	8.0	0.02	180.0	0.8
5051.0	60.0	epochs	2.0	0.32	180.0	0.8
5142.0	60.0	epochs	1.0	0.04	180.0	0.8
5232.0	60.0	epochs	4.0	0.02	0.0	0.8
5323.0	60.0	epochs	8.0	0.08	0.0	0.8
5413.0	60.0	epochs	1.0	0.16	0.0	0.8
5504.0	60.0	epochs	0.5	0.32	90.0	0.8
5594.0	60.0	epochs	1.0	0.02	90.0	0.8
5685.0	60.0	epochs	0.5	0.08	0.0	0.8
5775.0	60.0	epochs	4.0	0.16	270.0	0.8
5866.0	60.0	epochs	8.0	0.04	90.0	0.8
5956.0	60.0	epochs	0.5	0.02	0.0	0.8
6047.0	60.0	epochs	1.0	0.04	270.0	0.8
6137.0	60.0	epochs	0.5	0.16	90.0	0.8
6228.0	60.0	epochs	2.0	0.02	270.0	0.8
6319.0	59.0	epochs	4.0	0.08	90.0	0.8
6409.0	60.0	epochs	4.0	0.16	0.0	0.8
6500.0	59.0	epochs	0.5	0.04	90.0	0.8
