onset	duration	nwb_table	temporal_frequency	spatial_frequency	direction	contrast
445.0	60.0	epochs	0.5	0.32	270.0	0.8
535.0	60.0	epochs	0.5	0.04	90.0	0.8
626.0	59.0	epochs	2.0	0.04	90.0	0.8
716.0	60.0	epochs	4.0	0.32	180.0	0.8
806.0	60.0	epochs	1.0	0.08	90.0	0.8
897.0	59.0	epochs	2.0	0.08	0.0	0.8
987.0	60.0	epochs	0.5	0.32	90.0	0.8
1077.0	60.0	epochs	8.0	0.02	270.0	0.8
1168.0	59.0	epochs	8.0	0.16	180.0	0.8
1258.0	60.0	epochs	8.0	0.08	270.0	0.8
1348.0	60.0	epochs	2.0	0.32	90.0	0.8
1438.0	60.0	epochs	8.0	0.08	90.0	0.8
1529.0	59.0	epochs	4.0	0.04	270.0	0.8
1619.0	60.0	epochs	2.0	0.08	90.0	0.8
1709.0	60.0	epochs	1.0	0.32	0.0	0.8
1800.0	59.0	epochs	1.0	0.16	90.0	0.8
1890.0	60.0	epochs	2.0	0.16	0.0	0.8
1980.0	60.0	epochs	2.0	0.02	90.0	0.8
2071.0	59.0	epochs	0.5	0.16	270.0	0.8
2161.0	60.0	epochs	1.0	0.32	180.0	0.8
2251.0	60.0	epochs	4.0	0.16	180.0	0.8
2342.0	59.0	epochs	2.0	0.08	0.0	0.8
2432.0	60.0	epochs	2.0	0.32	270.0	0.8
2522.0	60.0	epochs	8.0	0.04	0.0	0.8
2612.0	60.0	epochs	8.0	0.04	270.0	0.8
2703.0	59.0	epochs	1.0	0.04	0.0	0.8
2793.0	60.0	epochs	4.0	0.02	270.0	0.8
2883.0	60.0	epochs	1.0	0.02	0.0	0.8
2974.0	59.0	epochs	0.5	0.32	180.0	0.8
3064.0	60.0	epochs	0.5	0.02	0.0	0.8
3154.0	60.0	epochs	4.0	0.04	270.0	0.8
3245.0	59.0	epochs	8.0	0.02	180.0	0.8
3335.0	60.0	epochs	1.0	0.16	90.0	0.8
3425.0	60.0	epochs	0.5	0.02	180.0	0.8
3516.0	59.0	epochs	8.0	0.04	180.0	0.8
3606.0	60.0	epochs	2.0	0.16	90.0	0.8
3696.0	60.0	epochs	1.0	0.16	180.0	0.8
3787.0	59.0	epochs	8.0	0.16	180.0	0.8
3877.0	60.0	epochs	1.0	0.04	0.0	0.8
3967.0	60.0	epochs	1.0	0.02	270.0	0.8
4057.0	60.0	epochs	8.0	0.02	180.0	0.8
4148.0	59.0	epochs	8.0	0.16	90.0	0.8
