onset	duration	nwb_table	temporal_frequency	spatial_frequency	direction	contrast
444.0	60.0	epochs	0.5	0.08	0.0	0.8
534.0	60.0	epochs	2.0	0.04	90.0	0.8
625.0	59.0	epochs	2.0	0.32	90.0	0.8
715.0	60.0	epochs	2.0	0.16	0.0	0.8
805.0	60.0	epochs	1.0	0.08	270.0	0.8
896.0	59.0	epochs	0.5	0.32	270.0	0.8
986.0	60.0	epochs	1.0	0.32	0.0	0.8
1076.0	60.0	epochs	8.0	0.02	90.0	0.8
1167.0	59.0	epochs	8.0	0.04	180.0	0.8
1257.0	60.0	epochs	4.0	0.08	90.0	0.8
1347.0	60.0	epochs	1.0	0.16	180.0	0.8
1437.0	60.0	epochs	2.0	0.04	180.0	0.8
1528.0	59.0	epochs	0.5	0.04	0.0	0.8
1618.0	60.0	epochs	8.0	0.16	180.0	0.8
1708.0	60.0	epochs	4.0	0.02	90.0	0.8
1799.0	59.0	epochs	1.0	0.16	270.0	0.8
1889.0	60.0	epochs	1.0	0.32	180.0	0.8
1979.0	60.0	epochs	8.0	0.04	90.0	0.8
2070.0	59.0	epochs	0.5	0.32	90.0	0.8
2160.0	60.0	epochs	2.0	0.16	0.0	0.8
2250.0	60.0	epochs	8.0	0.08	180.0	0.8
2340.0	60.0	epochs	8.0	0.04	0.0	0.8
2431.0	59.0	epochs	0.5	0.16	270.0	0.8
2521.0	60.0	epochs	4.0	0.16	90.0	0.8
2611.0	60.0	epochs	4.0	0.02	270.0	0.8
2702.0	59.0	epochs	4.0	0.02	180.0	0.8
2792.0	60.0	epochs	0.5	0.04	90.0	0.8
2882.0	60.0	epochs	2.0	0.08	0.0	0.8
2973.0	59.0	epochs	1.0	0.02	270.0	0.8
3063.0	60.0	epochs	1.0	0.32	180.0	0.8
3153.0	60.0	epochs	0.5	0.04	270.0	0.8
3243.0	60.0	epochs	0.5	0.02	0.0	0.8
3334.0	59.0	epochs	1.0	0.16	180.0	0.8
3424.0	60.0	epochs	8.0	0.04	90.0	0.8
3514.0	60.0	epochs	8.0	0.16	270.0	0.8
3605.0	59.0	epochs	4.0	0.02	0.0	0.8
3695.0	60.0	epochs	1.0	0.32	90.0	0.8
3785.0	60.0	epochs	0.5	0.04	270.0	0.8
3876.0	59.0	epochs	8.0	0.04	270.0	0.8
3966.0	60.0	epochs	0.5	0.02	180.0	0.8
4056.0	60.0	epochs	0.5	0.32	90.0	0.8
4146.0	60.0	epochs	4.0	0.04	180.0	0.8
4237.0	59.0	epochs	4.0	0.32	180.0	0.8
4327.0	60.0	epochs	4.0	0.16	0.0	0.8
4417.0	60.0	epochs	1.0	0.04	270.0	0.8
4508.0	59.0	epochs	2.0	0.08	90.0	0.8
4598.0	60.0	epochs	0.5	0.08	90.0	0.8
4688.0	60.0	epochs	1.0	0.16	270.0	0.8
4779.0	59.0	epochs	4.0	0.04	270.0	0.8
4869.0	60.0	epochs	1.0	0.32	270.0	0.8
4959.0	60.0	epochs	8.0	0.02	180.0	0.8
5049.0	60.0	epochs	1.0	0.16	270.0	0.8
5140.0	59.0	epochs	2.0	0.16	180.0	0.8
5230.0	60.0	epochs	2.0	0.02	0.0	0.8
5320.0	60.0	epochs	8.0	0.16	0.0	0.8
5411.0	59.0	epochs	2.0	0.08	0.0	0.8
5501.0	60.0	epochs	8.0	0.02	270.0	0.8
5591.0	60.0	epochs	2.0	0.02	0.0	0.8
5681.0	60.0	epochs	2.0	0.16	0.0	0.8
5772.0	59.0	epochs	2.0	0.02	90.0	0.8
5862.0	60.0	epochs	0.5	0.02	0.0	0.8
5952.0	60.0	epochs	1.0	0.02	270.0	0.8
6043.0	59.0	epochs	4.0	0.04	270.0	0.8
6133.0	60.0	epochs	4.0	0.04	180.0	0.8
6223.0	60.0	epochs	4.0	0.32	90.0	0.8
6314.0	59.0	epochs	4.0	0.02	270.0	0.8
6404.0	60.0	epochs	8.0	0.02	270.0	0.8
6494.0	60.0	epochs	8.0	0.02	0.0	0.8
6584.0	60.0	epochs	2.0	0.16	90.0	0.8
6675.0	59.0	epochs	1.0	0.08	270.0	0.8
6765.0	60.0	epochs	0.5	0.16	270.0	0.8
6855.0	60.0	epochs	1.0	0.02	90.0	0.8
6946.0	59.0	epochs	4.0	0.02	180.0	0.8
7036.0	60.0	epochs	2.0	0.04	180.0	0.8
7126.0	60.0	epochs	1.0	0.32	180.0	0.8
7217.0	59.0	epochs	4.0	0.32	90.0	0.8
7307.0	60.0	epochs	1.0	0.04	270.0	0.8
7397.0	60.0	epochs	8.0	0.04	90.0	0.8
7487.0	60.0	epochs	2.0	0.32	90.0	0.8
7578.0	59.0	epochs	2.0	0.02	180.0	0.8
7668.0	60.0	epochs	1.0	0.02	90.0	0.8
7758.0	60.0	epochs	8.0	0.32	0.0	0.8
7849.0	59.0	epochs	8.0	0.08	270.0	0.8
7939.0	60.0	epochs	1.0	0.04	270.0	0.8
8029.0	60.0	epochs	1.0	0.32	270.0	0.8
8120.0	59.0	epochs	1.0	0.08	90.0	0.8
8210.0	60.0	epochs	0.5	0.16	90.0	0.8
8300.0	60.0	epochs	8.0	0.08	180.0	0.8
8390.0	60.0	epochs	2.0	0.08	0.0	0.8
8481.0	59.0	epochs	2.0	0.32	270.0	0.8
8571.0	60.0	epochs	8.0	0.04	270.0	0.8
8661.0	60.0	epochs	1.0	0.02	90.0	0.8
8752.0	59.0	epochs	0.5	0.32	180.0	0.8
8842.0	60.0	epochs	8.0	0.04	180.0	0.8
8932.0	60.0	epochs	8.0	0.02	90.0	0.8
9023.0	59.0	epochs				
9113.0	60.0	epochs	1.0	0.04	180.0	0.8
9203.0	60.0	epochs	0.5	0.16	270.0	0.8
9293.0	60.0	epochs	2.0	0.32	90.0	0.8
9384.0	59.0	epochs	8.0	0.32	90.0	0.8
9474.0	60.0	epochs	1.0	0.32	270.0	0.8
9564.0	60.0	epochs	2.0	0.08	270.0	0.8
9655.0	59.0	epochs	2.0	0.02	180.0	0.8
9745.0	60.0	epochs	1.0	0.04	270.0	0.8
9835.0	60.0	epochs	8.0	0.32	0.0	0.8
9925.0	60.0	epochs	0.5	0.16	90.0	0.8
10016.0	59.0	epochs	1.0	0.16	0.0	0.8
10106.0	60.0	epochs	1.0	0.08	90.0	0.8
10196.0	60.0	epochs	0.5	0.02	90.0	0.8
10287.0	59.0	epochs	1.0	0.08	0.0	0.8
10377.0	60.0	epochs	1.0	0.16	90.0	0.8
10467.0	60.0	epochs	8.0	0.02	0.0	0.8
10558.0	59.0	epochs	2.0	0.04	270.0	0.8
10648.0	60.0	epochs	0.5	0.02	270.0	0.8
10738.0	60.0	epochs	2.0	0.32	90.0	0.8
10828.0	60.0	epochs	8.0	0.04	270.0	0.8
10919.0	59.0	epochs	8.0	0.04	0.0	0.8
11009.0	60.0	epochs	0.5	0.08	270.0	0.8
11099.0	60.0	epochs	2.0	0.32	90.0	0.8
11190.0	59.0	epochs	4.0	0.16	180.0	0.8
11280.0	60.0	epochs	4.0	0.02	90.0	0.8
11370.0	60.0	epochs	1.0	0.08	270.0	0.8
11461.0	59.0	epochs	0.5	0.04	270.0	0.8
11551.0	60.0	epochs	1.0	0.16	270.0	0.8
11641.0	60.0	epochs	4.0	0.32	180.0	0.8
11731.0	60.0	epochs	2.0	0.04	180.0	0.8
11822.0	59.0	epochs	0.5	0.32	0.0	0.8
11912.0	60.0	epochs	4.0	0.32	90.0	0.8
12002.0	60.0	epochs	1.0	0.08	90.0	0.8
12093.0	59.0	epochs	2.0	0.02	0.0	0.8
12183.0	60.0	epochs	1.0	0.02	180.0	0.8
12273.0	60.0	epochs	4.0	0.16	180.0	0.8
12364.0	59.0	epochs	1.0	0.04	180.0	0.8
12454.0	60.0	epochs	8.0	0.04	90.0	0.8
12544.0	60.0	epochs	2.0	0.08	90.0	0.8
12634.0	60.0	epochs	8.0	0.32	0.0	0.8
12725.0	59.0	epochs	1.0	0.02	270.0	0.8
12815.0	60.0	epochs	1.0	0.04	270.0	0.8
12905.0	60.0	epochs	2.0	0.08	270.0	0.8
12996.0	59.0	epochs	1.0	0.32	180.0	0.8
13086.0	60.0	epochs	4.0	0.08	180.0	0.8
13176.0	60.0	epochs	1.0	0.04	90.0	0.8
13267.0	59.0	epochs	2.0	0.02	90.0	0.8
13357.0	60.0	epochs	0.5	0.04	0.0	0.8
13447.0	60.0	epochs	4.0	0.02	90.0	0.8
13537.0	60.0	epochs	8.0	0.32	180.0	0.8
13628.0	59.0	epochs	1.0	0.08	270.0	0.8
13718.0	60.0	epochs	8.0	0.08	180.0	0.8
13808.0	60.0	epochs	8.0	0.16	270.0	0.8
